N,P,K,temperature,humidity,ph,rainfall,label
92.5279388013714,18.025194342766532,57.272544315936415,25.013620375582136,90.75774433261861,6.513252328927811,24.61728853514182,muskmelon
99.38935081416268,17.043294207701887,44.392436630609176,25.15517077897278,94.49796920630973,6.67798732615047,50.23297569799199,watermelon
34.710880430723144,56.41027232326179,49.57048584263673,31.23215410034331,93.05310513652604,6.902554698893158,157.3862398120777,papaya
53.12171725749932,66.5992484521939,54.888106623764415,32.37758342165264,83.96989616145162,5.816980973731458,137.36207128653166,papaya
16.797483529199027,149.92831458528005,178.92507911346914,19.030107749765936,91.16224967581697,6.073189171217455,115.77851287790864,apple
22.139225363852592,26.3378874456681,28.954410664759862,31.888290342174514,53.26301794660828,6.040989374512945,109.8208249438058,mango
22.6519969828869,163.03515556010953,231.80011171869532,19.055329992367625,77.70268059422068,6.843845703640042,151.45940781762772,apple
17.381507999851312,40.42090089737756,20.674422200676336,23.734808747690327,56.21257162411934,6.8367384622510725,75.80966121739971,mothbeans
20.86439404146984,44.903160435188255,21.572969191640567,25.859616874211337,96.68947616732439,6.341466936563175,49.57897682784314,mungbean
17.58863623839289,63.31548617096788,18.359033894455163,25.15869351951355,72.3425397684249,6.648742504332329,46.6826431304993,lentil
43.518660551036795,51.78219209217598,19.710199158058963,26.624469520164947,61.965704946937024,7.213745959454553,68.92915478381032,blackgram
22.923545689475432,17.72948825303787,27.915136186775246,26.08436606081963,99.95687324157393,6.100885201345146,152.07584146851286,coconut
20.887853198880876,17.82233200870966,41.470964142224034,20.124525355191352,91.31032715488415,6.475794419203405,105.42212694835726,pomegranate
99.31916834764951,56.04130608988084,42.24435957991435,26.277821222960096,65.7540133250683,6.184979423748517,162.66360582920478,jute
23.156193974266554,15.997092154339752,29.45017219807144,27.965425521112277,90.89024493375383,5.658970964501401,192.1016008380826,coconut
21.028340143985304,17.345767873394173,46.46127901366844,20.61339154710406,100.0,6.29125730102315,118.35106354955865,pomegranate
21.6245726303926,116.78924557767846,216.48385989086813,20.203345974236743,73.65601216434862,6.163939844841827,94.06785201446493,apple
83.5909430705367,48.18745172206539,35.90340926579633,25.345144773675408,67.17889884870344,5.917995257696637,59.498078301080646,maize
41.197959950921906,54.72346841083862,51.31522512580153,34.34685762550739,93.19078573883603,6.83868960649678,135.77078426308447,papaya
102.86485510349628,14.401371856726223,50.0881645732662,28.772332995996777,90.86147916284968,6.685550977636056,25.371304185577216,muskmelon
78.06793070191071,27.524276351171025,35.1618337161701,22.73210732806439,58.37298657986336,7.6813239261031026,172.98199362367131,coffee
45.19841254067809,64.99513945177837,50.113994493559225,31.95749038628774,96.55147710787683,6.409018430110753,156.68904767362017,papaya
17.06539933102838,14.241985990991758,9.016341972559133,22.67252590237179,94.13467823047672,7.157596228870003,119.83534465318604,orange
57.143042031508976,61.808125809687915,45.0011508600262,35.13192743946365,92.13124539333901,6.715026743482901,117.20269615829076,papaya
44.57379782657411,81.15619058518735,92.62317875440685,21.279929058742788,16.949923188572022,7.530173455560637,60.77641025723398,chickpea
71.02908237249812,45.71048869793686,42.78386642096133,25.339736075809643,73.95849590177352,6.1041362849954925,150.9382342992069,jute
20.109179543193804,51.21601779769942,24.45595384774869,27.03646805781305,87.20631850959711,5.978454882975054,30.77791532894623,mungbean
20.027287781116385,16.818220594520675,8.823534098219831,26.270642247951915,89.52302937990095,6.876713628735668,104.278626798364,orange
20.469156155727898,66.20528458203599,21.04634093480011,21.935507829560628,50.619146841840504,5.750471161464787,143.0610572915225,pigeonpeas
90.11649969953507,37.56058541303171,35.49843980840741,24.03007053441732,85.37043583798409,6.706019074522419,315.5819447196416,rice
17.521344660128314,14.887479669426176,44.60231827104483,23.25537258903286,75.97913418618614,6.69138312226662,93.9910154913629,pomegranate
22.61416819638843,48.7089304415396,19.728492673962222,25.401567273108352,52.96839285063108,6.59729440919363,34.24709895691407,mothbeans
73.43220016230927,47.007884679263135,38.98019811983551,24.50086056600209,84.35383786059364,6.036826520107478,173.3095645586014,jute
22.06052902674938,72.24936994212709,18.252601271481527,21.147963765759094,67.04814073445667,7.231729509033145,41.64160448085586,lentil
80.30366173168483,45.700514592189904,33.77481945629448,25.741635103726928,84.75846829014142,6.229772588563513,193.57153918914074,jute
38.24684330804874,53.56379502914772,23.641791660214487,29.937956156296934,61.48118064706825,7.531222755594787,58.07780192904799,blackgram
85.5098348009986,46.556061660829826,50.452260105667705,23.124355754276696,74.24090898153429,6.667236571002641,157.28288125602066,jute
35.586953960385166,47.352853814389945,77.25435946995094,20.20191926999714,18.50668474140236,7.008180162219033,85.96039067883827,chickpea
37.93934932231715,62.349844804229335,66.49935234875039,17.83378885474261,14.073957921240318,7.804022385475841,80.98927703521404,chickpea
20.41601999448898,68.96138371118434,19.46431458887647,21.979726877204165,18.310481316159454,5.368601190087902,103.37373752765251,kidneybeans
48.21091758700154,52.483860996546966,56.342354068139464,30.87551936531343,90.99997436404246,6.817262890129188,172.03153599366274,papaya
23.939428706533555,27.21315522162264,35.98655320988341,30.67985102678339,49.02635878972837,5.822604259386222,93.2198672666392,mango
40.904683652886895,61.7202176611556,18.406495385901124,25.979917576029496,62.87084426671853,6.922517848078015,73.5109370291641,blackgram
63.7476145837243,41.50436828095446,37.01750081995937,19.792821365568457,65.93544958599809,6.75680091453784,68.26484945402082,maize
21.662645676437265,54.36959846185754,22.06744766151873,28.502633296476205,83.42715358807804,6.469432169466063,58.59144977388315,mungbean
69.40768058073081,31.149431411519487,43.95843616683606,26.985999034865582,64.96843125999256,6.535396309780657,60.736464226928085,maize
19.310125953439147,69.3101243914002,19.89077061127702,26.151527333203912,45.81184155556316,5.831803494229204,114.31874393388873,pigeonpeas
22.03076050828905,16.231879293858615,27.69936480180474,28.96402197224318,90.76059750272351,5.46774036679175,155.64562606158557,coconut
92.24509211024086,16.023749295895854,53.09396378050037,31.2437474955701,88.17402068746233,5.867020087600718,27.367819773521525,muskmelon
77.62382109870555,41.62485551733577,45.128187371655414,22.35540200186651,58.056209334707475,6.3520791404023855,65.49527170755441,maize
31.1364493705388,63.55361760359107,21.347124467513652,28.326209746429722,59.66625637653003,7.370268883801089,64.62609606056486,blackgram
96.13778115842165,30.88406014289811,32.047284144034265,23.267986582034748,62.630508054741426,6.638674093071317,186.71585912788527,coffee
23.8403984766372,115.24896762255204,214.96021521619588,23.766857307093343,82.38781473853373,5.609351873654577,71.68282300288456,grapes
18.57071615555874,53.18707052542997,24.078646359220905,27.196409946116734,89.63326382071207,6.238523087464057,53.43407974608822,mungbean
105.35696959005915,29.395675531620125,20.706769609820988,24.52095136617786,57.82417726047264,7.3125981597013645,159.1298476025484,coffee
16.787346080664204,72.57106572917415,18.545934030178657,22.438755812414595,24.34742579332244,5.393337364886661,96.34447510943986,kidneybeans
149.43975750934914,49.346429308099516,41.95291238428339,23.89050720864757,76.33936931415673,6.836016633546783,79.55590287112119,cotton
20.796344755627835,105.98731408008811,189.07470605881508,20.482471176255242,88.34169369688938,5.921877946149851,120.48206493018552,apple
120.25057666284152,84.41192455822656,54.36076427841083,25.743701200488715,88.23284567677142,5.897179036474774,109.37145208752312,banana
38.92070533218471,59.53251166512223,25.693300017307333,26.853343935554207,61.8042986208969,7.166334734514424,74.12217225059163,blackgram
94.08822940275508,17.584228957668994,48.86843102511507,26.877914356469702,74.59753625525651,5.902294588373504,51.35653333611825,watermelon
25.773931898508618,15.418061978191886,30.613594795396907,28.45374104748987,98.16715480737587,5.754230590220863,178.54435605021055,coconut
13.88531997933702,64.45959254208982,22.926513623002684,22.465865089199397,61.86004085303543,6.72081546462001,37.61783766236836,lentil
18.6278340254016,19.383948476549655,11.780668184521314,21.061738567745074,88.29671649981881,6.594557663058213,99.61169517424733,orange
51.856193227038105,73.91713649042336,55.33068158215133,32.82278778730278,92.02353721092852,6.490056215870227,122.62259215950255,papaya
18.276994662205755,65.14658201355078,22.831340500065703,27.388215261906716,45.960137108706824,5.893550660475216,123.52911427363141,pigeonpeas
19.059085321598925,16.05437490626131,10.50563230516805,19.96941525150037,96.5870161992617,7.654848716000682,107.14857969375879,orange
76.71019909682865,42.99421932362273,33.24394386535446,21.44436662481825,74.71462245374417,7.200908177369449,228.07035179442383,rice
101.04113290555176,15.913014011688954,45.08440121486377,29.910777142359702,83.1861621890884,6.042473427767355,20.859903874478555,muskmelon
17.72260035002039,81.04880011124109,22.237259754224922,26.526889425562107,52.360781365182504,5.257482595035347,129.69578561408565,pigeonpeas
111.71807906875797,12.772844363163166,48.77040515455035,26.873580531914758,86.8335942845479,6.554085060903742,29.202571399084732,muskmelon
22.932023615815602,16.18704129868348,29.065127291612153,25.335859064534407,85.84104073414682,5.545761093789791,186.69833667449743,coconut
79.289418672429,43.56359618181365,40.483661549927675,23.62461213715647,71.0442044941704,6.572591152751622,140.13076547278723,jute
116.24144377145444,95.25026516008532,58.66202191499743,27.582757969631892,80.20598455703578,6.349126833271334,116.53027498507011,banana
41.0262822109171,59.619472118929686,22.947066760429443,27.729180239542526,63.78858144252271,7.222408838736916,61.968895154220675,blackgram
54.284513431200224,54.69670534139002,49.186392560594705,34.57198562540626,100.0,6.4904962835893265,185.0352214129537,papaya
90.51074897097575,91.9968222798654,47.5797215241879,24.029627674600135,66.88336329171403,6.504339807999724,114.71245762942011,banana
122.92649166619171,55.82912506911695,52.440542997017594,22.84932526391384,80.60012095681957,6.228293248131542,89.89602349629716,cotton
102.67147640008554,19.90486584490398,58.48261788974755,24.94165460154688,85.947373488961,6.944364457893773,38.74398488553369,watermelon
16.568661816727108,13.271883548370988,9.756197765218385,21.678693427267852,98.2632325138098,7.3029216895098985,119.98469476002266,orange
84.81960310274596,27.712992721680898,35.75727650473993,27.20835031308735,55.61783940119908,6.882454151849041,157.94995318435969,coffee
48.823281648616586,66.17651758384568,76.64655875726531,17.961160788224536,15.611929877972127,7.81997676077682,60.604272698760944,chickpea
79.51771414928828,43.70968054692139,35.64369442220033,21.846457338863335,86.95536644141696,6.7003668750497525,170.67334265604347,rice
20.062918136657764,43.804061059121224,20.766859209879094,31.30723453698457,52.58193088861077,7.298447285964452,40.364802272576014,mothbeans
17.962628824710887,13.487326468500854,9.815799165316259,20.267104460095204,98.67393220273117,7.16234010667716,108.8474441749699,orange
18.645704353474354,25.079642853618974,32.35884106264954,31.51399489117166,44.705401716631286,5.625639412363826,107.50505263668275,mango
93.56603316044638,25.287203010885385,34.27548910910393,22.14703368675767,48.405322733145326,6.338839222541047,121.49174460415418,coffee
22.35145309198332,35.350303750464306,19.61090245884834,28.286097539757904,55.534385872227446,7.177143033694975,55.45667058888736,mothbeans
35.07583309134651,67.50114405093775,19.244347406791878,26.842974517270804,63.10249200689145,7.1597270406876525,71.67601262918441,blackgram
14.272334370404842,18.048252756928193,48.12902624038563,21.302814781249555,87.892664695378,6.052735820526549,121.42111285805261,pomegranate
74.98185900301722,47.28700649821792,38.450107799664494,19.18307740727288,56.9055282976757,6.442403980538256,48.476135827533454,maize
20.90971954165971,44.93882178417092,16.237137379122906,28.69341995520984,62.4480752545912,6.163968902197699,50.753053325471555,mothbeans
